,Release date,Artist,Album,Genre,Label,Producer
26,May 13 2016,Astronautalis,Cut the Body Loose,Hip hop,SideOneDummy,John Congleton
27,May 13 2016,Chance the Rapper,Coloring Book,"Hip hop, gospel rap",,
28,May 13 2016,Corinne Bailey Rae,The Heart Speaks in Whispers,R&B,Virgin,"Corinne Bailey Rae, Malay, Paris Strother, Stephen James Brown, Steve Chrisanthou"
29,May 13 2016,Dance Gavin Dance,Tree City Sessions,Post-hardcore,Rise,
30,May 13 2016,DevilDriver,Trust No One,Groove metal,Napalm,Mark Lewis
31,May 13 2016,Digitalism,Mirage,Electro house,"Magnetism Recording Co, PIAS","Jens Moelle, İsmail Tüfekçi"
32,May 13 2016,Grand Magus,Sword Songs,"Heavy metal, doom metal",Nuclear Blast,
33,May 13 2016,Hatebreed,The Concrete Confessional,"Metalcore, hardcore punk",Nuclear Blast,"Chris ""Zeuss"" Harris"
34,May 13 2016,Jessy Lanza,Oh No,"Electronic, R&B, pop",Hyperdub,"Jeremy Greenspan, Jessy Lanza"
35,May 13 2016,Kvelertak,Nattesferd,Heavy metal,Roadrunner,Nick Terry
36,May 13 2016,Kygo,Cloud Nine,Tropical house,"Sony Music, Ultra Music, B1",Kyrre Gørvell-Dahll
37,May 13 2016,Meghan Trainor,Thank You,"Dance-pop, R&B","Epic, Sony Music","Ricky Reed, Tommy Brown, Mr. Franks, Twice as Nice, Thomas Troelsen, The Elev3n, Chris Gelbuda, Kevin Kadish, Eric Tobias Wincorn, Johan Carlsson, Meghan Trainor, Justin Trainor, The Monsters and the Strangerz"
38,May 13 2016,Modern Baseball,Holy Ghost,"Indie rock, pop punk",Run for Cover,Joe Reinhart
39,May 13 2016,Pierce the Veil,Misadventures,Post-hardcore,Fearless,Dan Korneff
40,May 16 2016,AOA,Good Luck,"K-pop, electropop, dance-pop",FNC Entertainment,
41,May 18 2016,Cimorelli,Up At Night,"Teen pop, country pop",,"Andrew Krach, Matt McVaney"
42,May 20 2016,Ana Popović,Trilogy,"Blues rock, soul, jazz, funk",ArtisteXclusive records,"Warren Riker, Ana Popović, Tom Hambridge, Cody Dickinson, Delfeayo Marsalis"
43,May 20 2016,Ariana Grande,Dangerous Woman,"Pop, R&B",Republic,"Ali Payami, Ariana Grande, Billboard, Ilya, Jason Robert Brown, Jeffrey Lesser, Johan Carlsson, Max Martin, Ryan Tedder, Ryan Vojtesak, Peter Svensson, Savan Kotecha, Steven Franks, Tommy Brown, Travesty, Twice as Nice"
44,May 20 2016,Baby Animals,BA25,Rock,Liberation,Mike Chapman
45,May 20 2016,Bob Dylan,Fallen Angels,Traditional pop,Columbia,Jack Frost
46,May 20 2016,Boys Noize,Mayday,Electro house,Boysnoize Records,
47,May 20 2016,Car Seat Headrest,Teens of Denial,Indie rock,Matador,Steve Fisk
48,May 20 2016,Eric Clapton,I Still Do,"Blues, blues rock, folk",Bushbranch/Surfdog,Glyn Johns
49,May 20 2016,Highasakite,Camp Echo,Indie rock,Propeller,
50,May 20 2016,Iron Savior,Titancraft,"Power metal, heavy metal",AFM,
51,May 20 2016,Issues,Headspace,"Metalcore, nu metal, djent",Rise,"Erik Ron, Kris Crummett, Tyler ""Scout"" Acord"
52,May 20 2016,Kent,Då som nu för alltid,"Alternative rock, pop rock","RCA, Sony Music",Kent
53,May 20 2016,Lali,Soy,"Pop, R&B",Sony Music,"Gustavo Novello, Johan Fransson, Luis Burgio, Michael Angelo, Pablo Akselrad, Tim Larsson, Tobias Lundgren, Will Simms"
54,May 20 2016,Lords of Acid,Smoking Hot,Techno,Metropolis,
55,May 20 2016,Marissa Nadler,Strangers,,Sacred Bones,Randall Dunn
56,May 20 2016,Mudcrutch,2,"Southern rock, country rock",Reprise,"Mike Campbell, Ryan Ulyate, Tom Petty"
57,May 20 2016,Pantha du Prince,The Triad,Electronic,,
58,May 20 2016,Richard Ashcroft,These People,Alternative rock,Cooking Vinyl,Chris Potter
59,May 20 2016,Rolf Lislevand,La Mascarade,"Classical, Baroque",ECM,Manfred Eicher
60,May 20 2016,Saosin,Along the Shadow,"Post-hardcore, alternative rock",Epitaph,"Beau Burchell, Chris Sorenson, Will Yip"
61,May 20 2016,Sick Puppies,Fury,"Hard rock, alternative metal, post-grunge",DrillDown Entertainment Group LLC,Mark Holman
62,May 20 2016,Tiger Army,V •••–,Psychobilly,Rise,
63,May 20 2016,Yuna,Chapters,"Pop, R&B",Verve,"Fisticuffs, Ben Willis, Robin Hannibal, Paul Salva, Jochem van der Saag, David Foster, DJ Premier"
64,May 26 2016,Kit Downes & Tom Challenger,Vyamanikal,Jazz,Slip Records,
65,May 27 2016,ABC,Lexicon of Love II,,Virgin EMI,"Gary Stevenson, Martin Fry"
66,May 27 2016,Architects,All Our Gods Have Abandoned Us,Metalcore,"Epitaph, UNFD, New Damage","Henrik Udd, Fredrik Nordstrom"
67,May 27 2016,Band of Skulls,By Default,,BMG,Gil Norton
68,May 27 2016,Beth Orton,Kidsticks,,ANTI-,Andrew Hung
69,May 27 2016,Big Big Train,Folklore,Progressive rock,English Electric,Big Big Train
70,May 27 2016,Catfish and the Bottlemen,The Ride,"Alternative rock, indie rock",Capitol,Dave Sardy
71,May 27 2016,Clare Maguire,Stranger Things Have Happened,"Indie pop, jazz, blues, soul",Virgin,Clare Maguire
72,May 27 2016,D.A.R.K.,Science Agrees,,Cooking Vinyl,
73,May 27 2016,Death Angel,The Evil Divide,Thrash metal,Nuclear Blast,Jason Suecof
74,May 27 2016,Fifth Harmony,7/27,"Pop, EDM, tropical house","Epic, Syco","Aaron Pearce, Alexander Kronlund, Ammo, Benny Blanco, Bloodpop, Dallas K, Harmony Samuels, Jack Antonoff, Kygo, Lukas Loules, The Monsters and the Strangerz, Ori Kaplan, Royal Z, Sir Nolan, Stargate, Tommy Brown"
75,May 27 2016,Flume,Skin,Electronic,Future Classic,Harley Streten
76,May 27 2016,"Gerardo Núñez, Ulf Wakenius & Cepillo",Logos,Jazz,ACT Music,
77,May 27 2016,Gold Panda,Good Luck and Do Your Best,Electronic,City Slang,
78,May 27 2016,The Jelly Jam,Profit,Progressive rock,Music Theories Recordings,Ty Tabor
79,May 27 2016,Lacuna Coil,Delirium,"Gothic metal, alternative metal",Century Media,Marco Coti Zelati
80,May 27 2016,Liv Stoveland,Solitary Moon,Jazz,Ponca Jazz,
81,May 27 2016,Robert Glasper / Miles Davis,Everything's Beautiful,Jazz,"Blue Note, Columbia, Legacy","Robert Glasper, Rashad Ringo Smith"
82,May 27 2016,PUP,The Dream Is Over,Punk rock,"SideOneDummy, Royal Mountain",Dave Schiffman
83,May 27 2016,Real Friends,The Home Inside My Head,Pop punk,Fearless,"Mike Green, Steve Evetts"
84,May 27 2016,Thrice,To Be Everywhere Is to Be Nowhere,Post-hardcore,Vagrant,Eric Palmquist
