,Release date,Artist,Album,Genre,Label,Producer
21,September 9 2016,Gavin DeGraw,Something Worth Saving,Pop,RCA,"Butch Walker, Dave Bassett, Gregg Wattenberg, Ian Kirkpatrick, Johan Carlsson, John Shanks, Ricky Reed"
22,September 9 2016,Grouplove,Big Mess,"Alternative rock, indie rock","Canvasback, Atlantic","Captain Cuts, Phil Ek, Ryan Rabin"
23,September 9 2016,The Head and the Heart,Signs of Light,"Indie folk, indie pop, indie rock",Warner Bros.,Jay Joyce
24,September 9 2016,Jack White,Acoustic Recordings 1998–2016,"Acoustic, blues","Third Man, Columbia","Jack White, Beck, Brendan Benson, T Bone Burnett"
25,September 9 2016,Jennifer Rostock,Genau in diesem Ton,"Rock, punk, pop rock, electropop",Four Music,"Alex Lys, Alexander Voigt, Christoph Deckert, Christopher Kohl, Crada, Jay Maas, Jennifer Rostock, Johannes Walter"
26,September 9 2016,Local Natives,Sunlit Youth,Indie rock,"Loma Vista, Infectious","Brian Joseph, Bob Kirwan, Catherine Marks, Lars Stalfors, Little Dragon, Local Natives"
27,September 9 2016,KT Tunstall,KIN,Pop,"Caroline, Sony/ATV Music",Tony Hoffer
28,September 9 2016,Lukas Zabulionis,Changing Tides,Jazz,Curling Legs,
29,September 9 2016,M.I.A.,AIM,Hip hop,"Interscope, Polydor","ADP, Blaqstarr, Diplo, Fakear, João Barbosa, Justus Arison, Leo Justi, Levi Lennox, M.I.A., MC Renee, The Partysquad, Polow da Don, Richard X, Skrillex, Spanker, Surkin"
30,September 9 2016,Meat Loaf,Braver Than We Are,,"Caroline International S&D, 429",Paul Crook
31,September 9 2016,Nick Cave and the Bad Seeds,Skeleton Tree,"Alternative rock, electronica, ambient, avant-garde",Bad Seed Ltd.,"Nick Cave, Nick Launay, Warren Ellis"
32,September 9 2016,Norma Jean,Polar Similar,"Metalcore, post-hardcore",Solid State,"Josh Barber, Josh Holyaok, Norma Jean"
33,September 9 2016,Of Mice & Men,Cold World,"Nu metal, alternative metal, post-hardcore, metalcore",Rise,David Bendeth
34,September 9 2016,Okkervil River,Away,Indie rock,ATO,Will Sheff
35,September 9 2016,Safia,Internal,"Electronic, indie pop","Parlophone, Warner Music Australasia",Safia
36,September 9 2016,Scott Tixier,Cosmic Adventure,Jazz,Sunnyside,"Corelli Savarez, Donald Brown, François Zalacain, Schertler Group"
37,September 9 2016,Teenage Fanclub,Here,Alternative rock,,
38,September 9 2016,"Tigran Hamasyan, Arve Henriksen, Eivind Aarset, and Jan Bang",Atmosphères,Jazz,ECM,
39,September 9 2016,What So Not,Divide & Conquer,"Trap, EDM",OWSLA,
40,September 9 2016,Wovenhand,Star Treatment,,"Sargent House, Glitterhouse",
41,September 16 2016,Aaron Lewis,Sinner,Country,"Dot Records, Big Machine",Buddy Cannon
42,September 16 2016,Against Me!,Shape Shift with Me,Punk rock,Total Treble Music,"Laura Jane Grace, Marc Hudson"
43,September 16 2016,AlunaGeorge,I Remember,Electronic,Island,"AlunaGeorge, Dante Jones, Flume, John Hill, Mark Ralph, Rock Mafia, Stint, Utters, Yogi, Zhu"
44,September 16 2016,Anthony Callea,Backbone,Pop,Sony Music Australia,James Roche
45,September 16 2016,The Black Sorrows,Faithful Satellite,"Blues, rock, soul",Head Records,"Joe Camilleri, John McAll"
46,September 16 2016,Beware of Darkness,Are You Real?,Alternative rock,Bright Antenna,
47,September 16 2016,Bobby Rush,Porcupine Meat,"Blues, Soul blues",Rounder,Scott Billington
48,September 16 2016,Brujeria,Pocho Aztlan,"Deathgrind, groove metal",Nuclear Blast,"Eddie Casillas, Huey Dee, Ross Gonzalez, Russ Russell"
49,September 16 2016,Die Antwoord,Mount Ninji and da Nice Time Kid,"Alternative hip hop, rave",,God (formerly DJ Hi-Tek)
50,September 16 2016,Dinosaur,"Together, As One",Jazz,Edition,Laura Jurd
51,September 16 2016,Kent,Best Of,"Alternative rock, pop rock","RCA, Sony Music","Daniel Alexander, Joshua, Martin von Schmalensee, Nille Perned, Stefan Boman, Zed"
52,September 16 2016,Kishi Bashi,Sonderlust,Indie pop,Joyful Noise,"Chris Taylor, Kishi Bashi"
53,September 16 2016,Mac Miller,The Divine Feminine,Hip hop,Warner Bros.,"Aja Grant, Dâm-Funk, DJ Dahi, Frank Dukes, Garcia Bros., ID Labs, JMSN, Kaan Gunesberk, MisterNeek, MusicMan Ty, Pomo, Tae Beast, Vinylz"
54,September 16 2016,Mystery Jets,The Whole Earth,,Caroline,
55,September 16 2016,Taking Back Sunday,Tidal Wave,"Alternative rock, rock",Hopeless,Mike Sapone
56,September 16 2016,Touché Amoré,Stage Four,"Post-hardcore, screamo, emo, melodic hardcore",Epitaph,Brad Wood
57,September 16 2016,Trentemøller,Fixion,,In My Room,
58,September 16 2016,Usher,Hard II Love,"R&B, hip hop, trap",RCA,"Usher Raymond IV, Mark Pitts, Jaha Johnson, Coup D'état, B. A. M., Rock City, Pop & Oak, Raphael Saadiq, Tricky Stewart, The-Dream, Metro Boomin, PartyNextDoor, D'Mile, Frank Dukes, Paul Epworth, R!O, Kamo, f a l l e n, Carlos St. John, Fisticuffs, J. Hill, Tane Runo, Geniuz League, K-Major, xSDTRK"
59,September 16 2016,Willie Nelson,For the Good Times: A Tribute to Ray Price,Country,Legacy,Fred Foster
60,September 16 2016,Young Guns,Echoes,Alternative rock,Windup,David Bendeth
61,September 19 2016,All Hail the Silence,AHTS-001,"Electronic, synth-pop, new wave",,"Brian Transeau, Christian Burns"
62,September 23 2016,Airbourne,Breakin' Outta Hell,Hard rock,Spinefarm,Bob Marlette
63,September 23 2016,Beach Slang,A Loud Bash of Teenage Feelings,Punk rock,"Polyvinyl, Big Scary Monsters",Dave Downham
64,September 23 2016,Billie Marten,Writing of Blues and Yellows,Folk jazz,"RCA, Chess Club Records",
65,September 23 2016,Bruce Springsteen,Chapter and Verse,Rock,Columbia,Bruce Springsteen
66,September 23 2016,Chris de Burgh,A Better World,,Rockware,Chris de Burgh
67,September 23 2016,Crowder,American Prodigal,"CCM, worship","Sparrow, sixsteps, Capitol CMG","BT, Crowder, David Garcia, Ed Cash, Hank Bentley, Solomon Olds"
68,September 23 2016,David Bowie,Who Can I Be Now? (1974–1976),"Glam rock, art rock",Parlophone,"David Bowie, Harry Maslin, Tony Visconti"
69,September 23 2016,Devendra Banhart,Ape in Pink Marble,"Indie folk, indie, alternative",Nonesuch,"Devendra Banhart, Noah Georgeson, Josiah Steinbrick"
70,September 23 2016,Dúné,Delta,"Pop, R&B",Universal,
71,September 23 2016,Every Time I Die,Low Teens,"Metalcore, hardcore punk, Southern rock",Epitaph,Will Putney
72,September 23 2016,Giraffe Tongue Orchestra,Broken Lines,,"Party Smasher, Cooking Vinyl","Steve Evetts, Ross Robinson"
73,September 23 2016,Hamilton Leithauser + Rostam,I Had a Dream That You Were Mine,Indie rock,Glassnote,Rostam Batmanglij
74,September 23 2016,How to Dress Well,Care,Art pop,"Domino, Weird World","Tom Krell, Jack Antonoff, Dre Skull, CFCF, Kara-Lis Coverdale"
75,September 23 2016,Idina Menzel,idina.,Pop,Warner Bros.,
76,September 23 2016,Kim Myhr,Bloom,Jazz,Hubro Music,
77,September 23 2016,Kristin Chenoweth,The Art of Elegance,"Vocal pop, jazz",Concord,Steve Tyrell
78,September 23 2016,Lady Wray,Queen Alone,"R&B, soul",Big Crown Records,"Leon Michels, Tom Brenneck"
79,September 23 2016,Logan Lynn,ADIEU.,Rock,Logan Lynn Music,"Gino Mari, Logan Lynn"
80,September 23 2016,Marillion,Fuck Everyone and Run (F E A R),Neo-progressive rock,earMUSIC,"Marillion, Mike Hunter"
81,September 23 2016,Paper Route,Real Emotion,Alternative,"Kemosabe, Sony Music",Paper Route
82,September 23 2016,Rachael Yamagata,Tightrope Walker,,"Frankenfish, Thirty Tigers","Rachael Yamagata, John Alagía"
83,September 23 2016,Shawn Mendes,Illuminate,Pop,"Island, Universal","Jake Gosling, Teddy Geiger, Dan Romer, Daniel ""Daylight"" Kyriakides, Laleh Pourkarim"
84,September 23 2016,Skylar Grey,Natural Causes,Alternative pop,"KidinaKorner, Interscope","Alex da Kid, Eminem, J. Griffin, Jayson DeZuzio, Luis Resto, Mark Batson, Mike Elizondo, S. Lowery, Skylar Grey, Symbolyc One"
85,September 23 2016,UB40,Red Red Wine – The Essential UB40,Pop,Universal Music Catalogue,
86,September 23 2016,Vangelis,Rosetta,"Electronic, ambient, classical",Decca,Vangelis
87,September 23 2016,Various artists,Trolls: Original Motion Picture Soundtrack,,RCA,"Justin Timberlake, The Outfit, Max Martin, Shellback, Ilya Salmanzadeh, Earth, Wind & Fire, Oscar Holter, Nile Rodgers, Timbaland"
88,September 23 2016,Warpaint,Heads Up,Indie rock,Rough Trade,"Jacob Bercovici, Warpaint"
89,September 27 2016,Danny Brown,Atrocity Exhibition,Experimental hip hop,Warp,"The Alchemist, Black Milk, Evian Christ, Paul White, Petite Noir, Playa Haze"
90,September 28 2016,BUCK-TICK,Atom Miraiha No.9,"Dance-rock, garage rock, industrial rock","Lingua Sounda, Victor",
91,September 30 2016,The Agonist,Five,Metalcore,Napalm,Mike Plotnikoff
92,September 30 2016,Banks,The Altar,Alternative R&B,Harvest,"Al Shux, The Anmls, Aron Forbes, Ben Billions, Chris Spilfogel, Danny Boy Styles, DJ Dahi, John Hill, Sohn, Tim Anderson"
93,September 30 2016,Bob Weir,Blue Mountain,"Rock, folk, country","Legacy, Columbia","Josh Kaufman, Bob Weir"
94,September 30 2016,Bon Iver,"22, A Million","Indie folk, folktronica",Jagjaguwar,Justin Vernon
95,September 30 2016,Craig David,Following My Intuition,"UK Garage, dance, tropical house","Sony Music, Insanity","Tre Jean-Marie, Kaytranada, White N3rd, TMS, Sigala, Blonde, Hitimpulse, Hardwell, Wez Clarke, Dave Tozer, Chris Connors, Ambrose Henri, Jack Ü, Richard Adlam, Hal Ritson, Shy FX, Alan Sampson, MYKL, Anthony Marshall"
96,September 30 2016,Danny Brown,Atrocity Exhibition,Hip hop,Warp,"The Alchemist, Black Milk, DJ Playa Haze, Evian Christ, Paul White, Petite Noir"
97,September 30 2016,Deacon Blue,Believers,,,
98,September 30 2016,Drive-By Truckers,American Band,"Country rock, alternative rock, alternative country",ATO,David Barbe
99,September 30 2016,Epica,The Holographic Principle,Symphonic metal,Nuclear Blast,"Epica, Joost van der Broek"
100,September 30 2016,Eric Clapton,Live in San Diego,"Rock, blues rock, pop rock",Reprise,"Simon Climie, Eric Clapton"
101,September 30 2016,Hayley Kiyoko,Citrine,Pop,Atlantic,"4e, Bram Inscore, Hayley Kiyoko"
102,September 30 2016,Jenny Hval,Blood Bitch,"Art pop, avant-garde, electronica",Sacred Bones,"Jenny Hval, Lasse Marhaug"
103,September 30 2016,Joanne Shaw Taylor,Wild,Contemporary blues,Axehouse Music,
104,September 30 2016,The Mission,Another Fall from Grace,Gothic rock,Eyes Wide Shut,"Tim Palmer, Wayne Hussey"
105,September 30 2016,The Mowgli's,Where'd Your Weekend Go?,,Photo Finish,Mike Green
106,September 30 2016,Mr. Oizo,All Wet,"Electronic music, techno",Ed Banger,Mr. Oizo
107,September 30 2016,Opeth,Sorceress,"Progressive metal, progressive rock","Nuclear Blast, Moderbolaget",Tom Dalgety
108,September 30 2016,Pixies,Head Carrier,"Alternative rock, indie rock, pop rock","Pixiesmusic, PIAS",Tom Dalgety
109,September 30 2016,Poets of the Fall,Clearview,Alternative rock,Insomniac,Stefan Boman
110,September 30 2016,Regina Spektor,Remember Us to Life,"Pop, alternative","Warner Bros., Sire",
111,September 30 2016,Slaves,Take Control,"Punk revival, hardcore punk",Virgin EMI,Mike D
112,September 30 2016,Solange,A Seat at the Table,"Neo soul, R&B","Saint, Columbia","Adam Bainbridge, Bryndon Cook, Dave Sitek, David Longstreth, Kwes, Majical Cloudz, Olugbenga Adelekan, Patrick Wimberly, Q-Tip, Questlove, Raphael Saadiq, Raymond Angry, Sampha, Sir Dylan, Solange, Troy Johnson"
113,September 30 2016,Suicidal Tendencies,World Gone Mad,Crossover thrash,Suicidal Records,"Mike Muir, Paul Northfield"
114,September 30 2016,Tor Miller,American English,Indie pop,Glassnote,
115,September 30 2016,Tycho,Epoch,"Ambient, electronic, post-rock",Ghostly International,Scott Hansen
116,September 30 2016,Van Morrison,Keep Me Singing,Rock,Caroline,Van Morrison
117,September 30 2016,Yello,Toy,Electronic dance music,Universal,Yello
118,September 30 2016,Yellowcard,Yellowcard,"Alternative rock, pop punk",Hopeless,Neal Avron
