,Release date,Artist,Album,Genre,Label,Producer
31,May 5 2017,Robin Trower,Time and Emotion,,V-12 Records,
32,May 5 2017,Russ,There's Really a Wolf,"Hip hop, R&B","Russ My Way Inc., Columbia",Russ
33,May 5 2017,Slowdive,Slowdive,"Dream pop, shoegazing",Dead Oceans,Slowdive
34,May 5 2017,Taj Mahal and Keb' Mo',TajMo,Blues,Concord,
35,May 5 2017,Various artists,Cover Stories: Brandi Carlile Celebrates 10 Years of The Story – An Album to Benefit War Child,,,
36,May 7 2017,Cassper Nyovest,Thuto,"Hip hop, trap, R&B, Kwaito",Family Tree,"Alie Keyz, Anatii, Cassper Nyovest, DJ Abza, Fenesse, Gemini Major, Gobbla, Lae, Zero"
37,May 8 2017,Grateful Dead,Cornell 5/8/77,Rock,Rhino,Grateful Dead
38,May 10 2017,Psy,4x2=8,K-pop,YG Entertainment,"B.I, JY Park, Kim Dohoon, PSY, Seo Won-jin, Yoo Gun-hyung, Zico"
39,May 10 2017,Siti Nurhaliza,SimetriSiti,"Pop, R&B","Siti Nurhaliza Productions, Universal, EMI","Ade Govinda, Aubrey Suwito, Firdaus Mahmud, Jeje Govinda, Jenny Chin, Kenny Ong, Mujahid Abdul Wahab, Opick, Siti Nurhaliza, Sze Wan"
40,May 12 2017,B.o.B,Ether,Hip hop,"No Genre, Grand Hustle, EMPIRE","30 Roc, B.o.B, Big K.R.I.T., Jon ?uesto"
41,May 12 2017,Dean Lewis,Same Kind of Different,"Pop, indie pop","Island, Universal Music Australia",Edd Holloway
42,May 12 2017,Dion,Kickin' Child: The Lost Album 1965,Rock,Norton,Tom Wilson
43,May 12 2017,Dreamcar,Dreamcar,Alternative,"PLOF, LLC, Columbia, Sony Music",Tim Pagnotta
44,May 12 2017,Elf Power,Twitching in Time,"Indie pop, indie rock, alternative rock",Orange Twin,
45,May 12 2017,FO&O,FO&O,"Pop, Electropop",The Artist House,
46,May 12 2017,Girlpool,Powerplant,,,
47,May 12 2017,Goo Goo Dolls,You Should Be Happy - EP,,,
48,May 12 2017,Harry Styles,Harry Styles,Soft rock,"Erskine, Columbia","Alex Salibian, Jeff Bhasker, Kid Harpoon, Tyler Johnson"
49,May 12 2017,Helene Fischer,Helene Fischer,"Schlager, pop",Polydor,"Ali Zuckowski, Andreas Herbig, David Gold, Madizin, Martin Fly, Patrick Pyke Salmy, Robin Grubert, Silverjam, Thorsten Brötzmann"
50,May 12 2017,Ingrid Michaelson,Alter Egos,,Cabin 24,
51,May 12 2017,J Hus,Common Sense,"British hip hop, afrobeat, dancehall","Black Butter, Epic","The Compozers, IO, J Hus, JAE5, JOAT Music Group, Mark Crown, Steel Banglez, TSB"
52,May 12 2017,LeToya Luckett,Back 2 Life,R&B,eONE,"D'Mile, Curtis Troy Austin, Dashaun Leldevonne Newby, Jo Blaq"
53,May 12 2017,Machine Gun Kelly,bloom,Hip hop,"Bad Boy, Geffen, Interscope, EST 19XX","Baze, Edgar ""JV"" Etienne, The Futuristics, Happy Perez, H-Money, Jesse Shatkin, MGK, The Monarch, SlimXX, Sonny Digital, The Runners"
54,May 12 2017,Mormon Tabernacle Choir,Mormon Tabernacle Choir & Friends,Christian,Mormon Tabernacle Choir,
55,May 12 2017,New Kids on the Block,Thankful,Pop,NKOTB Music,"Brent Paschke, Damon Sharpe, Deekay, Eric Sanicola, Freckles TheWriter, Gabe Lopez, Joey McIntyre, Jussifer, Kelvin Parker, Rob Persaud"
56,May 12 2017,Olga Tañón,Olga Tañón y Punto,,,
57,May 12 2017,Paramore,After Laughter,"New wave, pop rock, synth-pop, power pop","Fueled by Ramen, Warner Bros.","Justin Meldal-Johnsen, Taylor York"
58,May 12 2017,Paul Weller,A Kind Revolution,,Parlophone,
59,May 12 2017,PWR BTTM,Pageant,"Queercore, indie rock, garage rock","Polyvinyl, Big Scary Monsters",Christopher Daly
60,May 12 2017,R5,New Addictions,Pop rock,Hollywood,"Dreamlab, Pete Nappi, Rocky Lynch, Ross Lynch, Ruffian"
61,May 12 2017,Sarah P.,Who Am I,,EraseRestart,
62,May 12 2017,Seether,Poison the Parish,Rock,"Canine Riot, Concord",Shaun Morgan
63,May 12 2017,Todd Rundgren,White Knight,"Synth-pop, rock",Cleopatra,
64,May 12 2017,Warrant,Louder Harder Faster,"Hard rock, heavy metal, glam metal",Frontiers,Jeff Pilson
65,May 12 2017,Zac Brown Band,Welcome Home,Country,Elektra,Dave Cobb
66,May 15 2017,Maliq & D'Essentials,Senandung Senandika,Pop,Organic Records,Maliq & D'Essentials
67,May 15 2017,Twice,Signal,"K-pop, dance","JYP Entertainment, KT Music",Park Jin-young
68,May 15 2017,VIXX,Shangri-La,K-pop,"Jellyfish Entertainment, CJ E&M Music",
69,May 17 2017,Sayuri,Mikazuki no Koukai,J-pop,Ariola Japan,
70,May 17 2017,XXXTentacion,Revenge,"Hip hop, trap, punk rap, pop","Bad Vibes Forever, EMPIRE","Diplo, King Yosef, Mikey The Magician, P. Soul, Stain, Rojas, XXXTentacion"
71,May 18 2017,T-Pain and Lil Wayne,T-Wayne,"Hip hop, R&B",Nappy Boy,"Bangladesh, Tha Bizness"
72,May 19 2017,!!!,Shake the Shudder,Dance-punk,Warp,Patrick Ford
73,May 19 2017,Aldous Harding,Party,,4AD,
74,May 19 2017,The Basics,In the Rude!,"Rock, Alternative",3B Records,
75,May 19 2017,Chris Price,Stop Talking,"Indie pop, rock",Omnivore,Chris Price
76,May 19 2017,Do Make Say Think,Stubborn Persistent Illusions,Post-rock,Constellation,Do Make Say Think
77,May 19 2017,DragonForce,Reaching into Infinity,"Power metal, speed metal",Metal Blade,Jens Bogren
78,May 19 2017,Erasure,World Be Gone,Synth-pop,mute,"Erasure, Matty Green"
79,May 19 2017,Faith Evans and The Notorious B.I.G.,The King & I,"Hip hop, R&B",Rhino,"Battlecat, Beatnick Dee, Chucky Thompson, DJ Premier, Faith Evans, Fredwreck, J. Drew Sheard II, J. Dub, James Poyser, Just Blaze, Kevin McCall, Lamar ""MyGuyMars"" Edwards, Preach Bal4, Salaam Remi, Sean ""Puff Daddy"" Combs, Stevie J"
80,May 19 2017,Fastball,Step into Light,,33 1/3,Fastball
81,May 19 2017,The I.L.Y's,Bodyguard,Punk rock,Castle Face,Zach Hill
82,May 19 2017,Jane Weaver,Modern Kosmology,,Fire,
83,May 19 2017,Jlin,Black Origami,"Electronica, footwork",Planet Mu,Jlin
84,May 19 2017,The Kolors,You,,,
85,May 19 2017,The Kooks,The Best of... So Far,Rock,"Virgin, Astralwerks","Brandon Friesen, Ian Broudie, Inflo, Isom Innis, The Kooks, Luke Pritchard, Paul Stacey, Tony Hoffer"
86,May 19 2017,Lee Burridge and Lost Desert,Loopyness,,All Day I Dream,Lee Burridge
87,May 19 2017,Linkin Park,One More Light,"Pop, pop rock, electropop",Warner,"Andrew Bolooki, Andrew Goldstein, Brad Delson, Emily Wright, J.R. Rotem, Jesse Shatkin, Matthew Tyler Musto, Mike Shinoda, RAC"
88,May 19 2017,MisterWives,Connect the Dots,Indie pop,"Photo Finish, Republic","Butch Walker, Etienne Bowler"
89,May 19 2017,the Mountain Goats,Goths,"Indie rock, indie folk",Merge,"Brandon Eggleston, Scott Solter"
90,May 19 2017,The Night Flight Orchestra,Amber Galactic,Progressive rock,Nuclear Blast,
91,May 19 2017,Oceano,Revelation,Deathcore,Sumerian,
92,May 19 2017,Papa Roach,Crooked Teeth,"Alternative metal, hard rock, alternative rock, rap rock, nu metal",Eleven Seven Music,"RAS, Colin Brittain"
93,May 19 2017,Radiophonic Workshop,Burials in Several Earths,Electronic,Room 13,
94,May 19 2017,Rascal Flatts,Back to Us,Country,Big Machine,"busbee, Rascal Flatts"
95,May 19 2017,Rawsrvnt,Shut It Down,"Hip hop, Christian hip hop, alternative hip hop",Soul Deep,"Chuck Hemann, Rawsrvnt"
96,May 19 2017,Scale the Summit,In a World of Fear,,,
97,May 19 2017,Snoop Dogg,Neva Left,"West Coast hip hop, g-funk, gangsta rap","Doggy Style, EMPIRE","BadBadNotGood, Big Bub, Brody Brown, DJ Battlecat, DNYC3, Dr. Evo, Dupri, J-Massive, Kaytranada, Mars, Mike & Keys, Musik MajorX, Rick Rock, Snoop Dogg"
98,May 19 2017,The Underachievers,Renaissance,East Coast hip hop,RPM MSC,"24o1, AK the Savior, Iiidwh, Issa Gold, Joshua Heflinger, Mayor, Powers Pleasant, René McLean, Ronny J, Roper Williams, Tedd Boyd"
99,May 19 2017,Wear Your Wounds,Dunedevil,"Ambient, electronic",,Jacob Bannon
100,May 22 2017,iKON,New Kids: Begin,K-pop,YG Entertainment,"Airplay, B.I, Kang Uk Jin, Millemium"
101,May 23 2017,Bruce Springsteen and the E Street Band,"Olympiastadion, Helsinki, July 31, 2012",Rock,,John Cooper
102,May 24 2017,Axwell Λ Ingrosso,More Than You Know,,"Axtone, Refune",Axwell Λ Ingrosso
103,May 24 2017,EXO-CBX,Girls,J-pop,Avex Trax,Lee Soo-man
104,May 24 2017,Nogizaka46,Umarete Kara Hajimete Mita Yume,J-pop,Sony Music,
105,May 26 2017,Alestorm,No Grave But the Sea,"Power metal, folk metal",Napalm,
106,May 26 2017,Bryson Tiller,True to Self,R&B,RCA,"Allen Ritter, Ayo, Beaux, Boi-1da, Corey Cail, Frank Dukes, FrancisGotHeat, Gravez, Hollywood Hot Sauce, IAMNOBODI, Illmind, Inkredibeatz, J-Louis, Keyz, Mahxie, NES, Pro Logic, Skyz Muzik, Soundz, Swiff D, Rob Holladay, T-Minus, Teddy Walton, WondaGurl, Wow Jones"
107,May 26 2017,Caitlyn Shadbolt,Songs on My Sleeve,Country,"ABC Music, Universal Music Australia",Andrew Cochrane
108,May 26 2017,The Charlatans,Different Days,"Madchester, Britpop",BMG,"Jim Spencer, The Charlatans"
109,May 26 2017,Danzig,Black Laden Crown,"Heavy metal, hard rock","Evilive, Nuclear Blast",Glenn Danzig
110,May 26 2017,Echobelly,Anarchy and Alchemy,"Rock, indie rock",Fauve Music,Ian Grimble
111,May 26 2017,Esham,Scribble,Midwest hip hop,Reel Life,Esham
112,May 26 2017,Gucci Mane,DropTopWop,"Hip hop, trap","GUWOP, 1017, Atlantic","Gucci Mane, Metro Boomin, Cubeatz, DJ Spinz, London on da Track, Southside, TM88"
113,May 26 2017,Kraftwerk,3-D The Catalogue,Electronic,,
114,May 26 2017,The Letter Black,Pain,"Christian rock, hard rock, alternative rock, alternative metal",EMP Music Group,Mark Anthony
115,May 26 2017,Lil Yachty,Teenage Emotions,Hip hop,"Quality Control, Capitol, Motown","30 Roc, BLSSD, D33J, Dawn Golden, Digital Nas, Diplo, Earl, Free School, ILoveUPeter, K Swisha, Kevin ""Coach K"" Carter, Lex Luger, Mitus, Pi'erre Bourne, Pierre ""Pee"" Thomas, R!O, Reefer Alston, Ricky Racks, The Stereotypes, TheGoodPerry, Tillie, TrapMoneyBenny, WondaGurl"
116,May 26 2017,Louis Hayes,Serenade for Horace,Jazz,Blue Note,"Dezron Douglas, Don Was"
117,May 26 2017,New Order,NOMC15,,,
118,May 26 2017,Paula Arenas,Matices,"Pop, soul",Art House,Julio Reyes
119,May 26 2017,Rhapsody of Fire,Legendary Years,Symphonic power metal,AFM,Alex Staropoli
120,May 26 2017,Shakira,El Dorado,Latin pop,Sony Music Latin,"A.C., Afo Verde, Andrés Castro, The Arcade, Black M, Carlos Vives, D'Lesly ""Dice"" Lora, Dadju, Dany Synthé, Di Genius, Kevin ADG, Luis Fernando Ochoa, Nasri Atweh, Nicky Jam, Prince Royce, Rayito, Rude Boyz, Saga WhiteBlack, Shakira, Supa Dups"
121,May 26 2017,The Unthanks,The Songs and Poems of Molly Drake,Folk,Rabble Rouser,Adrian McNally
122,May 29 2017,Astro,Dream Part.01,K-pop,Fantagio,
123,May 29 2017,Baek A-yeon,Bittersweet,K-pop,JYP Entertainment,
