,Release date,Artist,Album,Genre,Label,Producer
51,September 22 2017,Fergie,Double Dutchess,,"Dutchess Music, BMG","Fergie, Keith Harris, Toby Gad, Polow da Don, DJ Mustard, AnonXmous, Yonni, JP Did This"
52,September 22 2017,Godspeed You! Black Emperor,Luciferian Towers,Post-rock,Constellation,
53,September 22 2017,The Horrors,V,,"Wolf Tone, Caroline","The Horrors, Paul Epworth"
54,September 22 2017,The Killers,Wonderful Wonderful,,Island,"Jacknife Lee, Stuart Price, The Killers"
55,September 22 2017,Kristene DiMarco,Where His Light Was,CCM,Bethel Music,Seth Mosley
56,September 22 2017,Macklemore,Gemini,,Bendo,
57,September 22 2017,Midland,On the Rocks,Neotraditional country,Big Machine,"Josh Osborne, Shane McAnally, Dann Huff"
58,September 22 2017,Satyricon,Deep Calleth Upon Deep,,Napalm,
59,September 22 2017,Van Morrison,Roll with the Punches,Rock,Caroline,Van Morrison
60,September 29 2017,Barns Courtney,The Attractions of Youth,,Capitol,Killer.b
61,September 29 2017,Chanté Moore,The Rise of the Phoenix,"R&B, soul","CM7 Records, TuneCore",
62,September 29 2017,Demi Lovato,Tell Me You Love Me,"Pop, R&B, soul","Island, Hollywood, Safehouse","Oak Felder, Trevor Brown, Zaire Koalo, Stint, John Hill, Mitch Allan, Scott Robinson, Jonas Jeberg, Anton Kuhl, Ido Zmishlany, DJ Mustard, Sermstyle, Kevin Hissink, Taylor Parks, Rush Hr."
63,September 29 2017,Dolly Parton,I Believe in You,"Country, children's","Dolly Records, RCA Nashville",Dolly Parton
64,September 29 2017,Echosmith,Inside a Dream,Pop,Warner Bros.,Jeffery David
65,September 29 2017,Hoodie Allen,The Hype,,,"Cook Classics, Cisco Adler, Andrew Goldstein, Louis Futon, Tyler Nicolo"
66,September 29 2017,Hurts,Desire,Synth-pop,Columbia,Hurts
67,September 29 2017,Marius Neset,Circle of Chimes,Jazz,ACT,"Marius Neset, Anton Eger"
68,September 29 2017,Michael Jackson,Scream,Pop,Epic,"Michael Jackson, Curtis Anthony Nolen, Rockwell, The Jacksons, Quincy Jones, Jackie Jackson, Teddy Riley, Jimmy Jam and Terry Lewis, Janet Jackson, Rodney Jerkins"
69,September 29 2017,Miley Cyrus,Younger Now,"Country pop, pop rock",RCA,Oren Yoel
70,September 29 2017,Primus,The Desaturating Seven,"Alternative rock, funk rock, progressive rock","ATO, Prawn Song",Les Claypool
71,September 29 2017,Rick Price and Jack Jones,California Dreaming,"Pop, gospel",Sony Music Australia,
72,September 29 2017,Robin Schulz,Uncovered,,,
73,September 29 2017,Shania Twain,Now,Country pop,Mercury Nashville,"Shania Twain, Ron Aniello, Jake Gosling, Jacquire King, Matthew Koma"
74,September 29 2017,Tamar Braxton,Bluebird of Happiness,R&B,Logan Land Records,"Tamar Braxton, Vincent Herbert, Rodney Jerkins"
75,September 29 2017,Wolf Alice,Visions of a Life,Alternative rock,Dirty Hit,Justin Meldal-Johnsen
